0.600 0.667 0.667 0.722 0.800 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.933 0.239 0.099 ־
0.000 0.000 0.000 0.556 0.800 0.000 0.000 0.200 0.944 1.000 0.150 0.042 0.750 0.958 1.000 0.600 0.000 0.733 1.000 1.000 0.533 0.556 0.600 0.889 0.800 0.261 0.150 ־
0.119 0.905 0.452 0.333 0.929 0.357 1.000 0.429 0.667 0.929 0.619 0.762 0.119 0.905 0.476 0.881 0.381 0.190 0.810 0.024 0.833 0.024 0.381 0.357 0.000 0.484 0.297 “
0.661 0.157 0.711 0.190 0.678 0.765 0.629 0.932 0.530 0.947 0.402 0.212 0.280 0.288 0.295 0.462 0.621 0.333 0.636 0.000 0.355 0.983 1.000 0.471 0.000 0.491 0.486 ש
0.000 0.111 1.000 0.556 0.000 0.222 0.889 1.000 1.000 0.556 1.000 1.000 1.000 1.000 1.000 0.778 1.000 1.000 1.000 0.889 0.000 0.667 1.000 0.889 0.000 0.500 0.135 .
0.808 0.313 0.566 0.646 0.091 0.769 0.648 0.759 0.759 0.667 0.611 0.213 0.398 0.000 0.611 0.620 0.481 0.296 0.278 0.667 0.525 1.000 1.000 1.000 0.990 0.583 0.486 ט
0.727 0.091 0.000 0.677 0.556 0.787 0.806 0.317 0.583 0.954 0.481 0.620 0.892 0.935 0.352 0.861 0.546 0.133 0.583 0.963 0.707 0.960 0.136 0.010 0.788 0.611 0.486 א
0.808 0.636 0.645 0.667 0.606 0.370 0.565 0.558 0.611 0.722 0.537 0.046 0.000 0.019 0.583 0.880 0.213 0.000 0.009 0.769 0.828 0.141 0.000 0.010 0.879 0.611 0.486 ה
0.667 0.697 0.727 0.606 0.081 0.259 0.528 0.500 0.741 0.361 0.000 0.000 0.000 0.222 0.465 0.130 0.231 0.278 0.435 0.639 0.838 1.000 1.000 1.000 0.677 0.613 0.477 ב
0.808 0.677 0.747 0.747 0.646 0.648 0.500 0.491 0.546 0.667 0.602 0.000 0.000 0.000 0.546 0.759 0.083 0.000 0.000 0.759 0.778 0.071 0.000 0.000 0.737 0.620 0.478 ח
0.830 0.625 0.682 0.625 0.352 0.688 0.521 0.417 0.448 0.802 0.580 0.000 0.000 0.000 0.375 0.635 0.198 0.146 0.094 0.510 0.682 1.000 1.000 0.989 1.000 0.623 0.486 ם
0.758 0.576 0.071 0.646 0.616 0.657 0.818 0.263 0.667 0.596 0.000 0.141 0.909 0.616 0.020 0.010 0.202 0.485 1.000 0.596 0.424 0.970 0.909 0.889 0.455 0.627 0.487 צ
0.111 0.833 0.583 0.583 0.333 0.750 1.000 1.000 1.000 0.667 0.667 1.000 1.000 1.000 1.000 0.083 0.625 1.000 1.000 0.583 0.000 0.083 0.750 0.833 0.222 0.464 0.127 .
0.667 0.583 0.500 0.500 0.708 1.000 1.000 0.958 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.708 0.875 0.750 1.000 1.000 0.062 0.071 —
0.294 0.500 0.471 0.556 0.882 0.863 0.963 0.980 0.981 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.972 0.647 0.861 0.794 0.048 0.058 —
0.591 0.798 0.705 0.616 0.159 0.552 0.750 0.583 0.778 0.760 0.760 0.972 0.438 0.630 0.698 0.583 0.611 0.365 0.435 0.750 0.875 0.980 0.989 0.970 0.580 0.648 0.486 פּ
0.750 0.657 0.648 0.626 0.261 0.698 0.657 0.583 0.583 0.885 0.781 0.065 0.000 0.000 0.500 0.896 0.287 0.240 0.222 0.573 0.966 1.000 1.000 0.970 0.568 0.648 0.486 ס
0.807 0.591 0.616 0.659 0.625 0.552 0.625 0.593 0.875 0.573 0.000 0.000 0.000 0.552 0.281 0.000 0.000 0.000 0.490 0.573 0.000 0.000 0.000 0.545 0.568 0.657 0.486 ד
