0.000 0.000 0.000 0.250 0.250 0.500 1.000 1.000 1.000 0.750 1.000 1.000 1.000 1.000 1.000 0.500 1.000 1.000 1.000 1.000 0.250 0.500 0.000 0.750 0.250 0.156 0.119 -
0.000 0.000 0.000 0.667 0.000 1.000 1.000 1.000 1.000 0.667 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.667 1.000 1.000 0.333 0.000 0.167 0.098 -
0.000 0.000 0.077 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.923 0.038 0.096 ―
0.000 0.000 0.400 0.000 0.000 0.750 1.000 1.000 1.000 0.750 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.750 0.750 1.000 1.000 1.000 0.500 0.147 0.096 -
0.000 0.250 0.000 0.250 0.000 0.750 1.000 1.000 1.000 0.750 1.000 1.000 1.000 1.000 1.000 0.750 1.000 1.000 1.000 1.000 0.500 0.750 0.250 0.500 0.000 0.156 0.091 -
0.000 0.250 1.000 1.000 0.500 0.750 1.000 1.000 1.000 0.750 0.750 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.750 0.750 1.000 1.000 1.000 0.750 0.156 0.096 -
0.000 0.500 1.000 0.500 0.000 0.500 0.833 1.000 0.833 0.500 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.750 0.750 1.000 1.000 1.000 0.500 0.333 0.113 .
0.375 0.500 0.750 0.625 0.500 0.875 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.875 1.000 1.000 1.000 0.875 0.625 1.000 1.000 1.000 0.625 0.188 0.109 ―
0.500 0.500 0.538 0.615 0.538 1.000 1.000 1.000 1.000 0.962 1.000 1.000 1.000 1.000 1.000 0.923 1.000 1.000 1.000 0.962 0.769 0.731 0.692 0.731 0.654 0.046 0.118 ―
0.500 0.500 0.833 0.500 0.500 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.833 0.500 0.500 0.833 1.000 0.333 0.200 0.111 -
0.500 0.577 0.500 0.500 0.538 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.962 0.885 1.000 1.000 0.885 0.500 0.385 0.500 0.500 0.385 0.046 0.115 ―
0.333 0.667 0.500 0.500 0.333 0.833 1.000 1.000 1.000 0.833 1.000 1.000 1.000 1.000 1.000 0.833 1.000 1.000 1.000 0.833 0.333 0.667 1.000 0.833 0.333 0.200 0.109 -
0.333 0.667 0.000 0.333 0.000 0.667 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 1.000 1.000 0.333 0.167 0.098 -
0.375 0.625 0.500 0.875 0.750 0.875 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.875 1.000 1.000 1.000 0.875 0.176 0.115 -
0.000 0.750 1.000 0.250 0.000 1.000 1.000 1.000 1.000 0.750 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.750 1.000 1.000 1.000 1.000 0.750 0.147 0.094 -
0.500 0.875 1.000 0.875 0.625 1.000 1.000 1.000 1.000 0.875 1.000 1.000 1.000 1.000 1.000 0.875 1.000 1.000 1.000 0.875 0.375 0.500 0.600 0.500 0.375 0.176 0.109 -
0.500 1.000 1.000 1.000 0.500 1.000 1.000 1.000 1.000 1.000 0.750 1.000 1.000 1.000 1.000 0.750 1.000 1.000 1.000 0.500 0.000 0.250 0.500 0.000 0.000 0.156 0.091 -
