0.533000,  0.800000,  0.600000,  0.467000,  0.067000,  0.600000,  1.000000,  1.000000,  0.933000,  0.533000,  0.250000,  0.500000,  0.562000,  0.917000,  1.000000,  0.000000,  0.000000,  0.200000,  0.867000,  0.667000,  0.000000,  0.067000,  0.650000,  0.800000,  0.267000,  2.100000,  1.250000,  י
0.800000,  0.867000,  0.600000,  0.600000,  0.400000,  0.733000,  1.000000,  1.000000,  1.000000,  0.867000,  0.083000,  0.417000,  0.625000,  1.000000,  0.417000,  0.000000,  0.000000,  0.250000,  0.933000,  0.733000,  0.000000,  0.067000,  0.700000,  0.733000,  0.267000,  2.100000,  1.250000,  י
0.829000,  0.600000,  0.571000,  0.657000,  0.200000,  0.400000,  0.633000,  0.667000,  0.833000,  0.600000,  0.000000,  0.000000,  0.000000,  0.457000,  0.543000,  0.000000,  0.000000,  0.000000,  0.400000,  0.733000,  0.000000,  0.000000,  0.000000,  0.543000,  0.486000,  1.913793,  1.812500,  ר
0.700000,  0.550000,  0.375000,  0.850000,  0.675000,  0.378000,  0.911000,  0.759000,  0.844000,  0.511000,  0.675000,  0.925000,  0.667000,  0.975000,  0.475000,  0.511000,  0.800000,  0.352000,  0.444000,  0.689000,  0.075000,  0.500000,  0.854000,  0.575000,  0.100000,  2.131579,  2.375000,  אָ
0.571000,  0.750000,  0.643000,  0.143000,  0.036000,  0.393000,  0.643000,  0.857000,  0.714000,  0.071000,  0.000000,  0.000000,  0.333000,  0.708000,  0.083000,  0.250000,  0.464000,  0.857000,  1.000000,  0.464000,  0.643000,  0.857000,  0.571000,  0.393000,  0.679000,  2.200000,  1.875000,  ג
0.875000,  0.833000,  0.875000,  0.750000,  0.500000,  0.125000,  0.208000,  0.625000,  0.542000,  0.333000,  0.000000,  0.000000,  0.688000,  0.583000,  0.042000,  0.000000,  0.000000,  0.688000,  0.833000,  0.167000,  0.000000,  0.000000,  0.594000,  0.917000,  0.292000,  2.500000,  2.250000,  ן
0.833000,  0.875000,  0.417000,  0.500000,  0.167000,  0.533000,  0.950000,  1.000000,  0.950000,  0.400000,  0.000000,  0.250000,  0.750000,  0.938000,  0.250000,  0.000000,  0.000000,  0.400000,  0.900000,  0.267000,  0.000000,  0.250000,  0.833000,  0.312000,  0.000000,  1.916667,  1.125000,  י
0.767000,  0.400000,  0.306000,  0.733000,  0.333000,  0.429000,  0.943000,  0.595000,  0.800000,  0.514000,  0.500000,  0.900000,  0.944000,  0.800000,  0.000000,  0.686000,  0.771000,  0.429000,  0.857000,  0.543000,  0.833000,  0.833000,  0.083000,  0.367000,  0.700000,  1.821429,  1.750000,  א
0.792000,  0.833000,  0.719000,  0.417000,  0.375000,  0.125000,  0.208000,  0.594000,  0.750000,  0.333000,  0.000000,  0.000000,  0.750000,  0.630000,  0.000000,  0.000000,  0.000000,  0.719000,  0.708000,  0.167000,  0.000000,  0.000000,  0.625000,  0.792000,  0.375000,  2.513514,  2.312500,  ן
0.700000,  0.700000,  0.233000,  0.567000,  0.533000,  0.567000,  0.833000,  0.633000,  0.800000,  0.967000,  0.371000,  0.457000,  0.171000,  0.029000,  0.657000,  0.300000,  0.733000,  0.333000,  0.333000,  0.700000,  0.033000,  0.800000,  0.767000,  0.867000,  0.433000,  1.833333,  1.687500,  ט
0.833000,  0.500000,  0.639000,  0.444000,  0.639000,  0.722000,  0.389000,  0.806000,  0.306000,  0.750000,  0.500000,  0.357000,  0.381000,  0.238000,  0.381000,  0.694000,  0.806000,  0.389000,  0.639000,  0.028000,  0.306000,  0.833000,  0.944000,  0.361000,  0.000000,  1.555556,  1.687500,  ש
0.750000,  0.967000,  0.875000,  0.867000,  0.583000,  0.125000,  0.133000,  0.167000,  0.333000,  0.417000,  0.000000,  0.000000,  0.000000,  0.000000,  0.500000,  0.000000,  0.000000,  0.000000,  0.000000,  0.333000,  0.000000,  0.000000,  0.000000,  0.133000,  0.708000,  1.920000,  1.562500,  ך
0.886000,  0.536000,  0.200000,  0.750000,  0.486000,  0.300000,  0.938000,  0.200000,  0.344000,  0.650000,  0.086000,  0.607000,  0.600000,  0.679000,  0.400000,  0.075000,  0.281000,  0.700000,  0.969000,  0.300000,  0.400000,  0.714000,  0.486000,  0.143000,  0.000000,  2.136364,  2.062500,  ע
0.833000,  0.792000,  0.900000,  0.667000,  0.500000,  0.292000,  0.333000,  0.267000,  0.750000,  0.417000,  0.000000,  0.000000,  0.171000,  0.893000,  0.179000,  0.000000,  0.000000,  0.167000,  0.875000,  0.208000,  0.000000,  0.000000,  0.200000,  0.750000,  0.083000,  2.055556,  1.687500,  ד
