0.167 0.115 0.125 0.000 0.125 0.722 0.667 0.583 0.410 0.667 1.000 1.000 1.000 0.962 1.000 0.861 0.949 0.944 1.000 0.972 0.375 0.500 0.458 0.731 0.792 0.069 0.145 ―
0.128 0.308 0.308 0.000 0.308 0.513 0.538 0.590 0.410 0.821 0.769 0.692 0.808 0.962 0.885 0.846 0.897 0.923 0.821 0.923 0.462 0.410 0.333 0.231 0.410 0.082 0.154 ―
0.559 0.324 0.222 0.147 0.088 0.941 0.794 0.667 0.588 0.500 0.961 0.882 0.963 0.941 0.941 0.706 0.353 0.611 0.735 0.882 0.235 0.000 0.111 0.353 0.500 0.043 0.101 ―
0.100 0.350 0.056 0.150 0.500 0.600 0.850 0.556 0.650 0.950 1.000 1.000 1.000 1.000 1.000 1.000 0.900 0.889 0.850 0.950 0.700 0.450 0.500 0.350 0.600 0.067 0.115 ―
0.857 0.625 0.429 0.375 0.857 0.857 0.812 0.714 0.688 0.929 0.857 1.000 1.000 1.000 1.000 0.786 0.812 0.929 0.875 0.857 0.714 0.625 0.857 0.750 0.714 0.045 0.059 ―
0.458 0.417 0.417 0.417 0.500 0.833 0.833 0.833 0.833 0.917 0.917 0.917 0.917 0.917 0.958 1.000 1.000 1.000 1.000 1.000 0.917 0.958 0.875 0.917 1.000 0.036 0.080 ―
0.429 0.357 0.500 0.429 0.643 0.857 0.857 1.000 0.929 0.929 0.952 1.000 1.000 1.000 1.000 0.857 0.857 1.000 1.000 0.786 0.429 0.357 0.500 0.500 0.357 0.113 0.123 ―
0.833 1.000 0.611 0.438 0.778 0.944 1.000 0.944 0.938 0.889 1.000 1.000 1.000 1.000 0.889 0.889 1.000 1.000 1.000 0.833 0.778 1.000 0.944 0.938 0.778 0.077 0.128 ―
0.389 0.556 0.800 0.444 0.333 0.833 1.000 1.000 0.833 0.778 0.593 0.444 0.700 0.704 0.481 0.056 0.000 0.100 0.167 0.000 0.000 0.000 0.000 0.111 0.000 0.083 0.100 ―
0.292 0.154 0.417 0.462 0.375 0.806 0.769 0.861 0.949 0.889 1.000 1.000 1.000 1.000 0.958 1.000 0.949 0.833 0.795 0.778 0.625 0.423 0.250 0.192 0.292 0.069 0.151 -
0.300 0.333 0.254 0.317 0.217 0.950 0.967 0.921 0.900 0.817 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.550 0.617 0.651 0.683 0.783 0.052 0.154 ―
0.500 0.500 0.500 0.500 0.571 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.500 0.500 0.500 0.500 0.571 0.094 0.122 ―
0.375 0.292 0.577 0.500 0.667 0.833 0.792 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.583 0.500 0.538 0.625 0.667 0.083 0.000 0.038 0.167 0.167 0.053 0.125 ―
0.542 0.458 0.500 0.500 0.583 1.000 0.917 1.000 1.000 1.000 1.000 0.958 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.875 0.792 0.885 0.708 0.625 0.035 0.082 ―
0.500 0.625 0.636 0.542 0.708 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.917 0.818 1.000 1.000 0.583 0.417 0.318 0.542 0.583 0.045 0.106 ―
