0.000 0.333 0.422 0.000 0.000 0.250 0.278 0.311 0.000 0.000 0.083 0.583 0.800 0.000 0.000 0.000 0.500 0.778 0.000 0.139 0.194 0.694 0.844 0.222 0.083 0.683 i
0.333 0.917 0.319 0.000 0.000 0.000 0.792 0.042 0.000 0.000 0.000 0.764 0.014 0.000 0.000 0.000 0.750 0.000 0.000 0.206 0.238 0.903 0.278 0.250 0.667 0.683 L
0.000 0.000 0.000 0.000 0.429 0.208 0.273 0.442 0.169 0.558 0.726 0.000 0.274 0.024 0.810 0.558 0.338 0.312 0.052 0.792 0.000 0.078 0.286 0.312 0.597 0.867 cj
0.000 0.000 0.000 0.000 0.286 0.273 0.330 0.442 0.250 0.519 0.831 0.011 0.143 0.091 0.571 0.558 0.375 0.260 0.136 0.571 0.000 0.045 0.195 0.375 0.571 0.911 cj
0.000 0.000 0.000 0.000 0.352 0.208 0.281 0.296 0.104 0.458 0.698 0.250 0.491 0.188 0.625 0.469 0.333 0.287 0.073 0.625 0.000 0.000 0.141 0.443 0.591 0.915 ej
0.278 0.981 0.000 0.000 0.000 0.033 0.933 0.117 0.250 0.050 0.017 0.950 0.333 0.233 0.733 0.000 0.950 0.000 0.000 0.783 0.074 0.778 0.407 0.370 0.574 0.733 b
0.000 0.000 0.000 0.167 0.750 0.000 0.083 0.250 0.083 0.667 0.667 0.583 0.250 0.250 0.750 1.000 0.333 0.000 0.000 0.667 0.750 0.583 0.083 0.167 0.750 0.690 d
0.000 0.000 0.000 0.000 0.182 0.237 0.310 0.346 0.244 0.346 0.427 0.156 0.399 0.253 0.308 0.468 0.238 0.224 0.310 0.308 0.028 0.149 0.399 0.182 0.497 0.869 cyj
0.000 0.056 0.407 0.556 0.074 0.019 0.315 0.426 0.259 0.037 0.648 0.500 0.093 0.296 0.741 0.944 0.278 0.000 0.000 0.833 0.444 0.556 0.148 0.389 0.630 0.683 ó
0.000 0.067 0.400 0.600 0.200 0.000 0.222 0.400 0.333 0.200 0.644 0.556 0.089 0.311 0.844 1.000 0.244 0.000 0.000 0.000 0.533 0.689 0.311 0.289 0.489 0.707 ć
0.000 0.067 0.407 0.556 0.133 0.000 0.156 0.333 0.244 0.111 0.440 0.640 0.117 0.340 0.740 0.889 0.422 0.000 0.000 0.000 0.422 0.711 0.389 0.356 0.444 0.700 ć
0.000 0.000 0.300 0.400 0.733 0.000 0.182 0.182 0.167 0.636 0.500 0.424 0.030 0.379 0.742 0.742 0.273 0.000 0.152 0.788 0.250 0.483 0.133 0.133 0.633 0.875 d
0.000 0.000 0.000 0.000 0.341 0.281 0.278 0.385 0.130 0.490 0.682 0.000 0.432 0.384 0.500 0.469 0.241 0.479 0.139 0.500 0.000 0.000 0.057 0.455 0.580 0.869 oj
0.000 0.000 0.231 0.315 0.000 0.100 0.167 0.167 0.333 0.192 0.444 0.491 0.167 0.398 0.398 0.325 0.558 0.167 0.667 0.150 0.574 0.556 0.398 0.389 0.667 0.741 ak
0.000 0.434 0.147 0.000 0.000 0.280 0.524 0.301 0.287 0.295 0.424 0.336 0.147 0.399 0.265 0.477 0.531 0.217 0.406 0.121 0.000 0.000 0.287 0.301 0.000 0.965 dy
0.000 0.000 0.022 0.511 0.911 0.000 0.178 0.222 0.244 0.800 0.533 0.533 0.111 0.511 0.800 0.889 0.111 0.000 0.200 0.822 0.333 0.578 0.378 0.400 0.822 0.738 d
